half_page_number,text,predicted_label,science_prob,source_file,clean_text,llm_topic,kw_shore,kw_ocean,kw_sea,kw_river,kw_lake,kw_pond,kw_stream,kw_creek,kw_wetland,kw_reservoir,kw_estuary,kw_gulf,kw_bay,kw_body_of_water,kw_bodies_of_water,keyword_count,keywords_found,document_link,collection
2582," and takes more than two years to finish its
course. They act like all currents of water, whether on
a large or small scale, in tearing away the shores along
which they pass, and depositing the particles at the bottom
of the ocean.
They are probably owing to much the same cause as
the trade winds. At the Poles the water is coldest at the
surface, and warmer according to the depth; at the
Equator the contrary is the case; it is warmest at the
surface, and cooler below. The water when heated ap-
pears to pass off towards the Poles to be cooled, in a great
oceanic current on the surface, and probably returns when
cooled by a counter-current, at a great depth below.
We know that there is a current and undercurrent of
the same kind in the air, causing the trade winds which
blow for long periods in a north-east, and south-eastern
direction, towards the Equatorial regions, from the fol-
lowing fact
A ship sailed from an island, (which contained a volca-
no in an active state,) in the teeth of the trade wind.
After several days her deck was found covered with ashes
from that volcano; this could not have been caused other-
wise than by the projection of the volcanic ashes into an
upper current of air blowing in a contrary direction to the
trade wind, which carried them several miles in the direc-
tion the vessel was sailing. It was also
very natural to
presume, that where there is a continual current of air or
water in any one direction, there must be somewhere a
counter-current in an",1,0.9908795356750488,elizacook_1849_mdp-39015074629984-1746736509.txt,and takes more than two years to finish its course they act like all currents of water whether on a large or small scale in tearing away the shores along which they pass and depositing the particles at the bottom of the ocean they are probably owing to much the same cause as the trade winds at the poles the water is coldest at the surface and warmer according to the depth at the equator the contrary is the case it is warmest at the surface and cooler below the water when heated ap pears to pass off towards the poles to be cooled in a great oceanic current on the surface and probably returns when cooled by a countercurrent at a great depth below we know that there is a current and undercurrent of the same kind in the air causing the trade winds which blow for long periods in a northeast and southeastern direction towards the equatorial regions from the fol lowing fact a ship sailed from an island which contained a volca no in an active state in the teeth of the trade wind after several days her deck was found covered with ashes from that volcano this could not have been caused other wise than by the projection of the volcanic ashes into an upper current of air blowing in a contrary direction to the trade wind which carried them several miles in the direc tion the vessel was sailing it was also very natural to presume that where there is a continual current of air or water in any one direction there must be somewhere a countercurrent in an,oceanography,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ocean,https://babel.hathitrust.org/cgi/pt/search?id=mdp.39015074629984&q1=ocean&sz=25&start=1&sort=seq&hl=true,cook
2584,"ith the above fact,
that the height and size of mountains always increase
as we approach the tropics, and decrease towards the poles.
If the rain and snow fell equally all over the surface
of the globe, it would be so quickly carried off by evapo-
ration in hot climates, as to render them almost totally
uninhabitable, while the temperate regions would become
vast marshes. Rivers would be dry at intervals, and
springs and wells scarcely attainable in most situations.
Another active and incessantly working agent as a
degrading cause, is the great oceanic currents, together
with the direction of the prevailing winds during storms,
acting on the waters of the ocean.
tury it was reduced to twenty miles in circumference. All
these degrading causes taken together, with many others
not necessary to refer to, are gradually bringing the debris
of the mountains into the plains, and the bed of the sea,
where under the tremendous pressure of water averaging
from six to nine miles in depth, they are gradually con-
solidated into hard rock.
A proof of the effect of pressure at great depths in the
ocean may be taken from the following fact. A whaling
party having once harpooned a whale, the agony of the
blow, and probably fright also combined, caused him to
exert his muscular power with such force, as to sink him-
self and the boat to an enormous depth, so that when
hauled up to the surface again, the pressure of the water
had compressed the boat into a mass as solid as iron, and
it sunk to ",1,0.9919449090957642,elizacook_1849_mdp-39015074629984-1746736509.txt,ith the above fact that the height and size of mountains always increase as we approach the tropics and decrease towards the poles if the rain and snow fell equally all over the surface of the globe it would be so quickly carried off by evapo ration in hot climates as to render them almost totally uninhabitable while the temperate regions would become vast marshes rivers would be dry at intervals and springs and wells scarcely attainable in most situations another active and incessantly working agent as a degrading cause is the great oceanic currents together with the direction of the prevailing winds during storms acting on the waters of the ocean tury it was reduced to twenty miles in circumference all these degrading causes taken together with many others not necessary to refer to are gradually bringing the debris of the mountains into the plains and the bed of the sea where under the tremendous pressure of water averaging from six to nine miles in depth they are gradually con solidated into hard rock a proof of the effect of pressure at great depths in the ocean may be taken from the following fact a whaling party having once harpooned a whale the agony of the blow and probably fright also combined caused him to exert his muscular power with such force as to sink him self and the boat to an enormous depth so that when hauled up to the surface again the pressure of the water had compressed the boat into a mass as solid as iron and it sunk to,geology,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,"ocean, sea",https://babel.hathitrust.org/cgi/pt/search?id=mdp.39015074629984&q1=ocean&sz=25&start=1&sort=seq&hl=true,cook
2658,"ge islands and coral reefs, commencing about
70 to 100 feet under water. There are immense series
of coral reefs along the Madagascar and Malabar coast;
and one extends from New Holland to New Guinea, a
distance of 700 miles.
The corallines are very minute animals, some scarcely
visible to the naked eye; they inhabit small cups like
flowers, united together by a common stem; they make
use of the lime which sea water contains in solution, to
form their abodes, which, eventually, become compressed
into a carbonate of lime, forming islands sometimes
thirty miles in circumference. Fine specimens of the
various kinds of coral may be seen in the British
Museum.
Chalk is generally the remains of coral reefs reduced to
powder by the action of the waves; held in suspension-
and deposited in strata at an immense depth. A cubic
inch of chalk has been found to contain more than a
million small shells when examined by a microscope;
the shells being hot more than the part of a line in
magnitude.
The infusorial animals are yet smaller; but their re-
mains, after many ages, form entire strata; though almost
invisible through any but powerful microscopes, they pos-
sess stomachs, mouth, teeth, eyes, nervous system, blood.
vessels, and shells, &c.; their shells are composed of flint
and not lime; some live in colonies; and eighteen millions
of them would scarcely occupy a cubic inch. There
are eighty-four different fossil species, and a stratum of
eight feet thick, and many miles in length, ha",1,0.9945945143699646,elizacook_1849_mdp-39015074629984-1746736509.txt,ge islands and coral reefs commencing about 70 to 100 feet under water there are immense series of coral reefs along the madagascar and malabar coast and one extends from new holland to new guinea a distance of 700 miles the corallines are very minute animals some scarcely visible to the naked eye they inhabit small cups like flowers united together by a common stem they make use of the lime which sea water contains in solution to form their abodes which eventually become compressed into a carbonate of lime forming islands sometimes thirty miles in circumference fine specimens of the various kinds of coral may be seen in the british museum chalk is generally the remains of coral reefs reduced to powder by the action of the waves held in suspension and deposited in strata at an immense depth a cubic inch of chalk has been found to contain more than a million small shells when examined by a microscope the shells being hot more than the part of a line in magnitude the infusorial animals are yet smaller but their re mains after many ages form entire strata though almost invisible through any but powerful microscopes they pos sess stomachs mouth teeth eyes nervous system blood vessels and shells c their shells are composed of flint and not lime some live in colonies and eighteen millions of them would scarcely occupy a cubic inch there are eightyfour different fossil species and a stratum of eight feet thick and many miles in length ha,fossils,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,sea,https://babel.hathitrust.org/cgi/pt/search?id=mdp.39015074629984&q1=sea&sz=25&start=1&sort=seq&hl=true,cook
2663,"e know that the seal must have
formerly existed, and the sea it lived in with all its
inhabitants.
THE EARTH-WORM.
UNCOUTH and even offensive-looking as the common
earth-worm appears, there is much in its natural history
and habits both instructive and useful. The worm
belongs to an extensive tribe of animals, called by the
celebrated French naturalist Cuvier, the Annelidae, from
The earth-worm differs from its more destructive brother,
by having no visible outward covering, by burrowing in
the ground, and being but partially oviparous; leeches and
earth-worms depositing capsules, as they are called, con-
taining many embryo young. The worm subsists upon
decayed vegetable matter, such as leaves, and where these
are to be had it seldom touches a living plant. In the
autumn, or early winter, its labours are best scen, for
the earth being strewed with the dead leaves from plants,
it is busily engaged in dragging them into the earth, first
for food, and afterwards as a manure to the soil. The
those who preserve plants in the house in winter. If care
has not been taken to exclude them from the pots, they
are apt in the absence of other sources of nourishment to
attack the roots, or other parts of plants which may
be within their reach. In such cases we have sometimes
been compelled to take the plant from the pot, and pres-
sing the soil gently, force the worm from its lair. Many
however, use lime water, or a solution of corrosive sub-
limate, which has the effect of destroying the",1,0.9962145090103148,elizacook_1849_mdp-39015074629984-1746736509.txt,e know that the seal must have formerly existed and the sea it lived in with all its inhabitants the earthworm uncouth and even offensivelooking as the common earthworm appears there is much in its natural history and habits both instructive and useful the worm belongs to an extensive tribe of animals called by the celebrated french naturalist cuvier the annelidae from the earthworm differs from its more destructive brother by having no visible outward covering by burrowing in the ground and being but partially oviparous leeches and earthworms depositing capsules as they are called con taining many embryo young the worm subsists upon decayed vegetable matter such as leaves and where these are to be had it seldom touches a living plant in the autumn or early winter its labours are best scen for the earth being strewed with the dead leaves from plants it is busily engaged in dragging them into the earth first for food and afterwards as a manure to the soil the those who preserve plants in the house in winter if care has not been taken to exclude them from the pots they are apt in the absence of other sources of nourishment to attack the roots or other parts of plants which may be within their reach in such cases we have sometimes been compelled to take the plant from the pot and pres sing the soil gently force the worm from its lair many however use lime water or a solution of corrosive sub limate which has the effect of destroying the,biology,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,sea,https://babel.hathitrust.org/cgi/pt/search?id=mdp.39015074629984&q1=sea&sz=25&start=1&sort=seq&hl=true,cook
2678,"ght and form is pleasing to the mind, which,
involuntarily, feels and enjoys it. The very dogs and
horses love the sunshine; and to man, who can compre-
hend a wider range of beauty, it brings happiness and
peace. Man never feels lonely in the sunshine, because
his mind grows full; the scene around awakens a world
of comparison, and he sees and thinks more of Nature's
relationship.
Poetry is a stage of natural education. It is awakened
by what is mysterious and unknown, and by the heart's
yearnings to pierce this mystery; and thus, to express
its impressions thereof, it flies to comparison with some-
thing familiar; it sees the connecting links of creation,
and binds great things with small. Therefore, this
poetry is truth; it is, to the growing mind, the electric
stream which flows through God's great universe. The
teacher, in explaining to his pupil something new, illus-
trates it with the well-known objects and incidents of the
pupil's life, because the mind seeks comparison, to know
a great many results by a few principles-to picture the
image of what is unknown in that which is familiar.
What more beautiful embodiment of a child's idea,
opening to it the path of rising thought, than the old,
but exquisite verse-
""Twinkle, twinkle, little star,
How I wonder what you are!
Up above the world so high,
Like a diamond in the sky!""
Here is poetry springing out of wonder, beauty, and
association. This poetry has a holy office: it seeks to
point out the real position and relation",1,0.9933434128761292,elizacook_1849_mdp-39015074629984-1746736509.txt,ght and form is pleasing to the mind which involuntarily feels and enjoys it the very dogs and horses love the sunshine and to man who can compre hend a wider range of beauty it brings happiness and peace man never feels lonely in the sunshine because his mind grows full the scene around awakens a world of comparison and he sees and thinks more of natures relationship poetry is a stage of natural education it is awakened by what is mysterious and unknown and by the hearts yearnings to pierce this mystery and thus to express its impressions thereof it flies to comparison with some thing familiar it sees the connecting links of creation and binds great things with small therefore this poetry is truth it is to the growing mind the electric stream which flows through gods great universe the teacher in explaining to his pupil something new illus trates it with the wellknown objects and incidents of the pupils life because the mind seeks comparison to know a great many results by a few principlesto picture the image of what is unknown in that which is familiar what more beautiful embodiment of a childs idea opening to it the path of rising thought than the old but exquisite verse twinkle twinkle little star how i wonder what you are up above the world so high like a diamond in the sky here is poetry springing out of wonder beauty and association this poetry has a holy office it seeks to point out the real position and relation,nature,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,stream,https://babel.hathitrust.org/cgi/pt/search?id=mdp.39015074629984&q1=stream&sz=25&start=1&sort=seq&hl=true,cook
2737,"t, the former being produced by intense
magnesia. Pyroxenes can be artificially made, horn-
heat and rapid cooling, the latter by slow cooling. It
would perhaps take nearly a thousand years slow cooling
to form crystals of hornblende.
Orbicular Porphyry-is composed of crystals of fel-
spar and hornblende, and forms the principal material of
basaltic columns.
Talc is a silicate of magnesia; it is not elastic, but
transparent, and is used for lanterns; it is distinguished
and effervesces in acids. It occurs in crystalline lime-
from other crystals by its softness; it can be dissolved,
stones, and also in chalk, and is very abundant in the
at Howth in Ireland, and in the bed of the River
dolomite or magnesian limestone. It has been found pure
Dodder, near Dublin.
Mountains where mica predominates, may easily be dis-
tinguished from those where quartz abounds, by their
being serrated, and covered with herbage.
The plutonic rocks are non-fossiliferous and unstratified.
METAMORPHIC OR INFERIOR STRATIFIED SERIES.
Immediately over the granite lie the metamorphic
rocks, so called, because the intense heat of the plutonic
rocks when in a state of fusion, has metamorphosed them
from stratified into crystalline rocks. They are also
greatly contorted and dislocated, and full of trap veins
and minerals, showing that they have been split open,
and fluid lava or trap forced through, and into the cracks.
These veins in many instances are again crossed by other
trap veins, showing other erupti",1,0.9933685660362244,elizacook_1849_mdp-39015074629984-1746736509.txt,t the former being produced by intense magnesia pyroxenes can be artificially made horn heat and rapid cooling the latter by slow cooling it would perhaps take nearly a thousand years slow cooling to form crystals of hornblende orbicular porphyryis composed of crystals of fel spar and hornblende and forms the principal material of basaltic columns talc is a silicate of magnesia it is not elastic but transparent and is used for lanterns it is distinguished and effervesces in acids it occurs in crystalline lime from other crystals by its softness it can be dissolved stones and also in chalk and is very abundant in the at howth in ireland and in the bed of the river dolomite or magnesian limestone it has been found pure dodder near dublin mountains where mica predominates may easily be dis tinguished from those where quartz abounds by their being serrated and covered with herbage the plutonic rocks are nonfossiliferous and unstratified metamorphic or inferior stratified series immediately over the granite lie the metamorphic rocks so called because the intense heat of the plutonic rocks when in a state of fusion has metamorphosed them from stratified into crystalline rocks they are also greatly contorted and dislocated and full of trap veins and minerals showing that they have been split open and fluid lava or trap forced through and into the cracks these veins in many instances are again crossed by other trap veins showing other erupti,geology,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,river,https://babel.hathitrust.org/cgi/pt/search?id=mdp.39015074629984&q1=river&sz=25&start=1&sort=seq&hl=true,cook
2739,"ate of
lime, formerly deposited in stratified beds at the bottom
of the ocean, where immense pressure and volcanic heat
convert it into crystallized limestone, or pure marble.
It is very abundant in Greece and Italy, giving thereby a
great impetus to sculpture. A tolerably useful black
marble is found at Galway, in Ireland. Geologists have
been puzzled to account for the immense quantities of
lime in this primitive formation, as there are no traces of
fossil shells. The waters appear to have been created
""in the beginning,"" long before any other thing or
creature, and probably there might be a great deposit of
lime at that early era before fish were created.
Clay Slate and Mica Slate.-Clay slate forms the
material used for roofing houses, being capable of cleavage
into very thin layers. It is formed from fine particles of
clay, held in suspension, and deposited under water very
slowly, and subject to great pressure. The cleavage
runs in perfectly parallel lines, not interrupted by con-
tortions of the slate, but cutting through them, which
shows that it is produced long after the deposition and
volcanic action exerted upon it.
This cleavage, which occurs more or less in all rocks,
even in granite, has been supposed to be owing to
electricity. Mica slate differs from clay slate from the
fact that, in the former, the cleavage is at an angle, and
in the latter, always horizontal to the stratification.
If there have ever been any fossil remains in this group
(which is sometimes t",1,0.993217408657074,elizacook_1849_mdp-39015074629984-1746736509.txt,ate of lime formerly deposited in stratified beds at the bottom of the ocean where immense pressure and volcanic heat convert it into crystallized limestone or pure marble it is very abundant in greece and italy giving thereby a great impetus to sculpture a tolerably useful black marble is found at galway in ireland geologists have been puzzled to account for the immense quantities of lime in this primitive formation as there are no traces of fossil shells the waters appear to have been created in the beginning long before any other thing or creature and probably there might be a great deposit of lime at that early era before fish were created clay slate and mica slateclay slate forms the material used for roofing houses being capable of cleavage into very thin layers it is formed from fine particles of clay held in suspension and deposited under water very slowly and subject to great pressure the cleavage runs in perfectly parallel lines not interrupted by con tortions of the slate but cutting through them which shows that it is produced long after the deposition and volcanic action exerted upon it this cleavage which occurs more or less in all rocks even in granite has been supposed to be owing to electricity mica slate differs from clay slate from the fact that in the former the cleavage is at an angle and in the latter always horizontal to the stratification if there have ever been any fossil remains in this group which is sometimes t,chemistry,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ocean,https://babel.hathitrust.org/cgi/pt/search?id=mdp.39015074629984&q1=ocean&sz=25&start=1&sort=seq&hl=true,cook
2741,"ver them, being
again raised when other forests grew and were degraded
in like manner.
In 1819, the water of the river Nile, at the delta, was
suddenly deepened 27 feet by an earthquake, and
gradually filled up again by deposit; at the same time, a
large meadow sunk below the level of the sea. In Java,
a tract of country sixteen miles long, by six miles wide,
was lowered several feet by the same cause.
These earthquakes are supposed to be owing to the
vacuums caused under the crust of the earth, where
great quantities of lava are discharged from the surface
of volcanoes.
The fossil plants found in coal measures are chiefly
This group differs very little in material from the gigantic specimens of the palm, pine, and fern tribe;
Primary; the remains of fossil plants and animals, how-more than 300 species, all now extinct. It is probable
ever, begin to appear, but of the very lowest class,
and in small numbers. The vegetables are such as grow
only in low marshy soils, and shallow beds of lakes, or
banks of rivers.
The animals are of the lowest and simplest class,
such as the polypus, with only a stomach, fixing itself
by a stalk to the bottom of the sea. There is not a trace
of anything like land or herbivorous animals.
The stratification is, however, remarkable for the
myriads of shell-fish, all of extinct species, of which, the
principal were the following :-
The Lily Encrinite-nearly the size of a water melon,
and with a stalk like a water lily. This animal appears
to have se",1,0.9951169490814208,elizacook_1849_mdp-39015074629984-1746736509.txt,ver them being again raised when other forests grew and were degraded in like manner in 1819 the water of the river nile at the delta was suddenly deepened 27 feet by an earthquake and gradually filled up again by deposit at the same time a large meadow sunk below the level of the sea in java a tract of country sixteen miles long by six miles wide was lowered several feet by the same cause these earthquakes are supposed to be owing to the vacuums caused under the crust of the earth where great quantities of lava are discharged from the surface of volcanoes the fossil plants found in coal measures are chiefly this group differs very little in material from the gigantic specimens of the palm pine and fern tribe primary the remains of fossil plants and animals howmore than 300 species all now extinct it is probable ever begin to appear but of the very lowest class and in small numbers the vegetables are such as grow only in low marshy soils and shallow beds of lakes or banks of rivers the animals are of the lowest and simplest class such as the polypus with only a stomach fixing itself by a stalk to the bottom of the sea there is not a trace of anything like land or herbivorous animals the stratification is however remarkable for the myriads of shellfish all of extinct species of which the principal were the following the lily encrinitenearly the size of a water melon and with a stalk like a water lily this animal appears to have se,fossil specimens,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,"sea, river",https://babel.hathitrust.org/cgi/pt/search?id=mdp.39015074629984&q1=sea&sz=25&start=1&sort=seq&hl=true,cook
2742,"ized its prey by closing itself like the petals of
a flower, and devouring it in the stalk; no fossil remains
of this species have ever been found above the new red
sandstone formation.
The Ammonite.-The shell of this animal is shaped
like the horn on the head of Jupiter Ammon, and hence
its name; it varies in size, from being almost invisible, to
three or four feet in diameter; each shell contains a
series of empty chambers; in one of which the animal
resides. They are arched from within in a wonderful
manner, to enable them to bear the pressure of the water
at great depths; a small pipe runs through the shell,
which the animal filled or emptied with air, so as to rise
or sink to any height in the water at pleasure.
The Trilobite is chiefly remarkable for its head and
eyes; the body was small and round, with shelly plates;
feeding at the bottom of the sea, it required to see its
enemies above and around it; and its eyes projecting
that the moisture and heat were then so excessive, as to
treble or quadruple the growth of forest and wood as
compared to the present day. Large fragments of trees
have been found perfectly carbonized, but lying in all
positions; sometimes exactly upright as they grew, with-
out a bough being disturbed, and immersed in several
different stratifications, proving slow immersion under
water, and deposit around them.
The animal remains are nearly the same as those in
the transition group, with the addition of a few fishes.
PHASES OF LIFE.
There are in ",1,0.99530291557312,elizacook_1849_mdp-39015074629984-1746736509.txt,ized its prey by closing itself like the petals of a flower and devouring it in the stalk no fossil remains of this species have ever been found above the new red sandstone formation the ammonitethe shell of this animal is shaped like the horn on the head of jupiter ammon and hence its name it varies in size from being almost invisible to three or four feet in diameter each shell contains a series of empty chambers in one of which the animal resides they are arched from within in a wonderful manner to enable them to bear the pressure of the water at great depths a small pipe runs through the shell which the animal filled or emptied with air so as to rise or sink to any height in the water at pleasure the trilobite is chiefly remarkable for its head and eyes the body was small and round with shelly plates feeding at the bottom of the sea it required to see its enemies above and around it and its eyes projecting that the moisture and heat were then so excessive as to treble or quadruple the growth of forest and wood as compared to the present day large fragments of trees have been found perfectly carbonized but lying in all positions sometimes exactly upright as they grew with out a bough being disturbed and immersed in several different stratifications proving slow immersion under water and deposit around them the animal remains are nearly the same as those in the transition group with the addition of a few fishes phases of life there are in,taxonomy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,sea,https://babel.hathitrust.org/cgi/pt/search?id=mdp.39015074629984&q1=sea&sz=25&start=1&sort=seq&hl=true,cook
2765,"n, but this article has already
reached its allotted length; one caution however, may
be given,-never feed your children on the milk of cows
kept in London; from the unnatural and filthy manner in
which the animals live, they are, almost without an excep-
tion, in a high state of disease, and the milk they yield
shows constantly on examination by the microscope, that
it contains particles of pus, or of diseased matter, similar to
that discharged from an ulcerated surface; so well known
are these facts to medical men, that many physicians
deny their infant patients the use of milk in London,
thinking it better to deprive them of the most natural of
all food, than to allow them to risk the obtaining of the
diseased and adulterated fluid that flows from the dis-
gusting and unhealthy situation of a City cow-shed.
W. BERNHArd.
THE BROOK.
""Here am I, and here I'll stay,""
Exclaimed a giddy, restless, gay,
Blue, rippling wave that wished to play.
And straight into the pebbly bed,
Of a dry pit, exulting sped,
As weary of the life it led.
Thus changed into a pretty pond,
""Right glad am I, I did abscond,""
Murmured the idle vagabond.
""For now I've nothing more to do,
Than look up at yon sky so, blue,
Glancing at me the green boughs through.""
With this the pool, now calm, not deep,
Without the power to run or creep,
Gazed upward till it fell asleep.
To dream it scarcely had begun,
When-""I will have you,"" said the sun,
""Young truant, since from home you've run.""
And 'ere that sultry morni",1,0.9947479367256165,elizacook_1849_mdp-39015074629984-1746736509.txt,n but this article has already reached its allotted length one caution however may be givennever feed your children on the milk of cows kept in london from the unnatural and filthy manner in which the animals live they are almost without an excep tion in a high state of disease and the milk they yield shows constantly on examination by the microscope that it contains particles of pus or of diseased matter similar to that discharged from an ulcerated surface so well known are these facts to medical men that many physicians deny their infant patients the use of milk in london thinking it better to deprive them of the most natural of all food than to allow them to risk the obtaining of the diseased and adulterated fluid that flows from the dis gusting and unhealthy situation of a city cowshed w bernhard the brook here am i and here ill stay exclaimed a giddy restless gay blue rippling wave that wished to play and straight into the pebbly bed of a dry pit exulting sped as weary of the life it led thus changed into a pretty pond right glad am i i did abscond murmured the idle vagabond for now ive nothing more to do than look up at yon sky so blue glancing at me the green boughs through with this the pool now calm not deep without the power to run or creep gazed upward till it fell asleep to dream it scarcely had begun wheni will have you said the sun young truant since from home youve run and ere that sultry morni,natural history,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,pond,https://babel.hathitrust.org/cgi/pt/search?id=mdp.39015074629984&q1=pond&sz=25&start=1&sort=seq&hl=true,cook
2813,"out
till they are deposited in layers in deep water.
Variegated Marls-these rocks are coloured red, blue,
or grey, and are composed of the remains of small shell-
fish cemented together.


## p. 142 (#576) ############################################

142
ELIZA COOK'S JOURNAL.
Rock Salt-is probably a saline deposit, afterwards
crystallized, it is found sometimes mixed with beds of
chalk, generally of a red colour, caused by a mixture of
oxide of iron; when purified, it is fit for domestic pur-
poses. In the county of Chester there are large salt-
mines.
The upper part is very rich in remains of fresh water
shells, but contains no deep sea shells; trees having been
found in it in their natural position, it must have been
formerly dry land. Beautiful remains of fossil fern, and
the sago palm, have been found perfect in it, also of some
terrestrial animals of the herbivorous kind, furnished with
teeth for bruising and tearing vegetable food.
Red or Variegated Sandstone-composed of clay and
silica deposited in fine particles, and is of various colours. Chalk-this appears to be entirely formed from the
In this group and the superior ones we find the fossil remains of living creatures. The beds of soft chalk
remains of extinct species of enormous reptiles, of the mixed with flint, in England, vary in depth from 600 to
crocodile and lizard kind; the former species of shell-fish | 2,000 feet (under this 600 feet of green sand, consisting
and vegetables almost entirely disappear, but",1,0.992624282836914,elizacook_1849_mdp-39015074629984-1746736509.txt,out till they are deposited in layers in deep water variegated marlsthese rocks are coloured red blue or grey and are composed of the remains of small shell fish cemented together p 142 576 142 eliza cooks journal rock saltis probably a saline deposit afterwards crystallized it is found sometimes mixed with beds of chalk generally of a red colour caused by a mixture of oxide of iron when purified it is fit for domestic pur poses in the county of chester there are large salt mines the upper part is very rich in remains of fresh water shells but contains no deep sea shells trees having been found in it in their natural position it must have been formerly dry land beautiful remains of fossil fern and the sago palm have been found perfect in it also of some terrestrial animals of the herbivorous kind furnished with teeth for bruising and tearing vegetable food red or variegated sandstonecomposed of clay and silica deposited in fine particles and is of various colours chalkthis appears to be entirely formed from the in this group and the superior ones we find the fossil remains of living creatures the beds of soft chalk remains of extinct species of enormous reptiles of the mixed with flint in england vary in depth from 600 to crocodile and lizard kind the former species of shellfish 2000 feet under this 600 feet of green sand consisting and vegetables almost entirely disappear but,fossils,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,sea,https://babel.hathitrust.org/cgi/pt/search?id=mdp.39015074629984&q1=sea&sz=25&start=1&sort=seq&hl=true,cook
2815,"he pursuit of their
prey. They were so ravenous as to prey on each other,
and must have been the terror of the ocean.
Plesiosaurus-this animal has the head of the croco-
dile, the neck like a serpent, and the body like a fish,
with a short tail; it had lungs for breathing of huge di-
mensions; its hind and fore paddles rather approach in
shape the limbs of a human being, ending in fingers and
toes, though of uncouth shape. It must have been very
timid, though voracious, and appears to have been ill-
provided with the means of escaping from its enemies;
it was of immense size, and probably floated about on
the surface of the water in shallow marshes, procuring its
food from the bottom.
Pterodactyle-a wonderfully formed animal, with the
wings of a bat, the head and body like a lizard, with
jaws and teeth like those of a crocodile; its eyes were of
enormous size, and it is supposed that it preyed upon
immense dragon-flies in the dusk of the evening. It
had a kind of fingers at the end of its wings, (enabling it
to climb up trees,) which were furnished with hooks
like those on the wing of a bat.
The Iguanodon-(an extinct species of crocodile), and
the remains of several extinct species of tortoise, are also
found in this group:
CHALK AND OOLITIC GROUPS.
Chalk must have been formed in the deep sea, and far
away from the shores or the mouths of rivers; as it is
never found mixed with detrita of other rocks, but per-
fectly pure. It is sometimes mixed with fragments of
coral, and co",1,0.9926277995109558,elizacook_1849_mdp-39015074629984-1746736509.txt,he pursuit of their prey they were so ravenous as to prey on each other and must have been the terror of the ocean plesiosaurusthis animal has the head of the croco dile the neck like a serpent and the body like a fish with a short tail it had lungs for breathing of huge di mensions its hind and fore paddles rather approach in shape the limbs of a human being ending in fingers and toes though of uncouth shape it must have been very timid though voracious and appears to have been ill provided with the means of escaping from its enemies it was of immense size and probably floated about on the surface of the water in shallow marshes procuring its food from the bottom pterodactylea wonderfully formed animal with the wings of a bat the head and body like a lizard with jaws and teeth like those of a crocodile its eyes were of enormous size and it is supposed that it preyed upon immense dragonflies in the dusk of the evening it had a kind of fingers at the end of its wings enabling it to climb up trees which were furnished with hooks like those on the wing of a bat the iguanodonan extinct species of crocodile and the remains of several extinct species of tortoise are also found in this group chalk and oolitic groups chalk must have been formed in the deep sea and far away from the shores or the mouths of rivers as it is never found mixed with detrita of other rocks but per fectly pure it is sometimes mixed with fragments of coral and co,paleontology,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,"ocean, sea",https://babel.hathitrust.org/cgi/pt/search?id=mdp.39015074629984&q1=ocean&sz=25&start=1&sort=seq&hl=true,cook
